X_ACC,Y_ACC,Z_ACC,X_GYRO,Y_GYRO,Z_GYRO,Label
-0.20947265625,0.04638671875,-0.86181640625,-3.0,-0.625,0.9375,1
-0.203369140625,0.046630859375,-0.853271484375,-1.2109375,-0.796875,0.8515625,1
-0.208984375,0.0439453125,-0.860595703125,-1.171875,-0.8828125,-0.9140625,1
-0.21044921875,0.045166015625,-0.864501953125,-1.2421875,-0.75,0.953125,1
-0.210205078125,0.048095703125,-0.860595703125,-2.6640625,0.4609375,0.9453125,1
-0.20849609375,0.048583984375,-0.85693359375,-2.453125,0.4921875,0.78125,1
-0.2109375,0.04833984375,-0.86083984375,-2.515625,-2.1171875,-0.9765625,1
-0.209716796875,0.045166015625,-0.859375,-2.2265625,0.2578125,0.65625,1
-0.212646484375,0.051513671875,-0.851806640625,-2.2578125,0.6328125,0.8515625,1
1.019287109375,-0.111328125,-0.202392578125,-4.046875,1.7421875,0.328125,1
1.0185546875,-0.105712890625,-0.115234375,-6.9375,4.140625,2.171875,1
1.0302734375,-0.111328125,-0.1201171875,-10.8984375,4.3671875,-0.109375,1
1.0224609375,-0.10498046875,-0.10205078125,-10.8984375,4.3671875,-0.109375,1
1.026611328125,-0.105224609375,-0.09814453125,-5.03125,1.1953125,-0.296875,1
1.139404296875,-0.116943359375,0.022216796875,-40.2265625,0.1328125,-6.5,1
1.018310546875,0.0263671875,-0.048095703125,-21.640625,1.578125,10.4765625,1
0.964111328125,-0.158203125,-0.244140625,59.2578125,-14.265625,-1.21875,1
0.964111328125,-0.158203125,-0.244140625,56.9453125,-12.390625,-1.703125,1
1.907958984375,0.1875,-0.421630859375,56.9453125,-12.390625,-1.703125,1
1.907958984375,0.1875,-0.421630859375,37.21875,-16.03125,-39.265625,1
0.90771484375,-0.046875,-0.128173828125,1.125,-21.6484375,-3.2265625,1
1.02783203125,0.06982421875,-0.2236328125,-6.4609375,-25.15625,-21.140625,1
0.888671875,0.214599609375,-0.281005859375,10.53125,14.578125,-39.3671875,1
1.0576171875,-0.108642578125,-0.535888671875,13.796875,-3.453125,-7.171875,1
1.135009765625,0.208740234375,-0.070068359375,-17.328125,21.140625,18.546875,1
0.653564453125,0.240966796875,-0.25341796875,-61.046875,30.9296875,-30.046875,1
1.052734375,-0.21630859375,0.009765625,-15.375,-10.3359375,14.265625,1
0.810302734375,0.18798828125,-0.0009765625,-43.9375,-31.6484375,31.6875,1
0.516845703125,0.148681640625,-0.184814453125,-71.8828125,-53.0625,28.8125,1
0.64306640625,0.0751953125,-0.46630859375,-69.84375,-99.4453125,5.6796875,1
0.5556640625,-0.313232421875,-0.279296875,-28.3984375,-122.796875,17.1796875,1
-0.32373046875,-0.095458984375,-0.17578125,-28.3984375,-122.796875,17.1796875,1
-0.46435546875,-0.715576171875,-2.15283203125,188.421875,-78.3515625,23.5546875,1
-0.8916015625,0.367431640625,-1.77783203125,-48.6015625,-95.4609375,-11.546875,1
-0.457763671875,-0.169189453125,-0.50048828125,-62.8671875,-43.9296875,-30.09375,1
-0.41748046875,-0.132080078125,-0.73876953125,-1.59375,-56.0390625,-6.265625,1
-0.318359375,-0.150390625,-0.840087890625,-4.9296875,26.859375,4.328125,1
-0.2548828125,-0.210693359375,-0.9013671875,4.1953125,43.5234375,13.765625,1
-0.0107421875,-0.140625,-0.9443359375,18.65625,17.5390625,-2.90625,1
-0.058837890625,-0.048095703125,-0.921142578125,0.9140625,-11.2890625,-4.8359375,1
-0.208740234375,-0.084716796875,-1.07958984375,3.3828125,-18.4140625,-3.9296875,1
-0.2158203125,-0.00390625,-0.9404296875,-1.375,0.1484375,-1.625,1
-0.115478515625,-0.02685546875,-0.862060546875,-6.4375,1.3046875,-1.3515625,1
-0.205078125,0.0166015625,-0.86962890625,-5.7578125,-2.4140625,-0.5390625,1
-0.196533203125,0.019287109375,-0.8603515625,-1.2734375,0.59375,0.46875,1
-0.197021484375,0.023681640625,-0.869873046875,-2.8828125,-0.953125,0.7109375,1
-0.201171875,0.02197265625,-0.87060546875,-1.0234375,-0.8671875,0.578125,1
-0.196533203125,0.020263671875,-0.870361328125,-2.6953125,-0.8203125,0.46875,1
-0.200927734375,0.022705078125,-0.870361328125,-2.75,-0.4453125,0.4296875,1
-0.1982421875,0.020751953125,-0.86767578125,-1.0390625,0.921875,0.4921875,1
-0.198974609375,0.020263671875,-0.862060546875,-2.984375,0.765625,0.4375,1
-0.19921875,0.023193359375,-0.867919921875,-2.890625,0.6640625,0.328125,1
-0.2001953125,0.020751953125,-0.864013671875,-2.765625,0.5859375,0.4921875,1
-0.203857421875,0.022705078125,-0.8740234375,-2.9296875,-0.9609375,0.390625,1
-0.200439453125,0.025634765625,-0.868896484375,-2.515625,0.9609375,0.4453125,1
-0.20068359375,0.02392578125,-0.867919921875,-2.8359375,0.9453125,0.25,1
-0.19775390625,0.02099609375,-0.86767578125,-2.9609375,0.5703125,0.40625,1
-0.19970703125,0.02490234375,-0.865478515625,-2.9765625,0.828125,0.6328125,1
-0.198486328125,0.020751953125,-0.8623046875,-2.90625,-0.9375,0.3359375,1
-0.199462890625,0.02099609375,-0.874267578125,-2.9453125,0.9609375,0.53125,1
-0.2021484375,0.017822265625,-0.863525390625,-2.9453125,0.7421875,0.5234375,1
-0.19970703125,0.02392578125,-0.870361328125,-1.5390625,-0.859375,0.421875,1
-0.2001953125,0.01904296875,-0.866943359375,-2.8515625,0.8203125,0.40625,1
-0.197265625,0.02294921875,-0.86328125,-2.953125,0.65625,0.421875,1
-0.20166015625,0.0185546875,-0.862548828125,-1.1171875,-0.7578125,0.3203125,1
-0.201171875,0.02001953125,-0.8671875,-2.640625,-0.8515625,0.0390625,1
-0.204833984375,0.02099609375,-0.8720703125,-1.0234375,0.21875,0.265625,1
-0.202880859375,0.022216796875,-0.86669921875,-2.8203125,0.6171875,0.703125,1
-0.203125,0.016845703125,-0.870361328125,-2.8671875,-0.8515625,0.6953125,1
-0.20068359375,0.016845703125,-0.8671875,-2.96875,-0.953125,0.40625,1
-0.203125,0.014892578125,-0.871337890625,-2.9140625,-0.7734375,0.65625,1
-0.204833984375,0.0185546875,-0.8662109375,-2.765625,0.7890625,0.359375,1
-0.2021484375,0.0166015625,-0.86328125,-2.609375,0.984375,0.390625,1
-0.20068359375,0.019775390625,-0.861572265625,-2.8125,-1.0,0.296875,1
-0.201171875,0.015380859375,-0.865234375,-2.7734375,-0.8984375,0.453125,1
-0.20166015625,0.018310546875,-0.86376953125,-1.046875,-0.7578125,0.2265625,1
-0.20361328125,0.017333984375,-0.86572265625,-2.921875,0.765625,0.59375,1
-0.204345703125,0.021240234375,-0.86962890625,-2.3515625,0.8125,0.5546875,1
-0.202392578125,0.020751953125,-0.865234375,-2.6328125,0.9375,0.0546875,1
-0.20263671875,0.02099609375,-0.864501953125,-2.875,0.9609375,0.65625,1
-0.204833984375,0.018798828125,-0.863037109375,-2.6953125,0.7890625,0.2734375,1
-0.2060546875,0.023681640625,-0.869873046875,-2.75,0.78125,0.3828125,1
-0.20166015625,0.015380859375,-0.867919921875,-2.71875,0.890625,0.75,1
-0.1982421875,0.0234375,-0.86767578125,-2.546875,0.875,0.4765625,1
-0.200927734375,0.018798828125,-0.864501953125,-2.796875,-0.796875,0.5703125,1
-0.206298828125,0.0224609375,-0.8671875,-2.84375,-0.7734375,0.53125,1
-0.202880859375,0.018798828125,-0.864990234375,-2.5625,0.8125,0.3203125,1
-0.195556640625,0.02294921875,-0.8623046875,-2.875,-0.7890625,0.234375,1
-0.20556640625,0.021240234375,-0.8662109375,-1.0546875,0.609375,0.546875,1
-0.207275390625,0.021484375,-0.867431640625,-2.9921875,0.671875,0.5703125,1
-0.201416015625,0.02099609375,-0.86474609375,-1.0859375,0.8359375,0.328125,1
-0.2041015625,0.018798828125,-0.867919921875,-2.875,0.890625,0.75,1
-0.2001953125,0.021484375,-0.87109375,-2.5546875,0.9375,0.34375,1
-0.207275390625,0.02099609375,-0.863525390625,-3.0,0.9296875,0.5078125,1
-0.202880859375,0.0224609375,-0.86865234375,-2.8125,-0.8984375,0.625,1
-0.205810546875,0.02392578125,-0.869384765625,-1.09375,0.9140625,0.5546875,1
-0.200927734375,0.021484375,-0.8671875,-2.890625,-0.9765625,0.984375,1
-0.20166015625,0.021240234375,-0.873046875,-1.0078125,0.8046875,0.5859375,1
-0.20556640625,0.021484375,-0.861083984375,-1.0078125,0.8046875,0.5859375,1
-0.20458984375,0.0205078125,-0.865234375,-2.9375,0.71875,0.3359375,1
-0.20166015625,0.017822265625,-0.86328125,-1.1484375,0.75,0.6015625,1
-0.203125,0.018310546875,-0.861328125,-1.046875,-0.734375,0.3671875,1
-0.203125,0.018310546875,-0.861328125,-2.890625,-1.0,0.421875,1
-0.199951171875,0.026611328125,-0.869384765625,-2.8203125,0.9296875,0.5390625,1
-0.2021484375,0.015869140625,-0.862060546875,-2.7890625,-0.8984375,0.40625,1
-0.203125,0.02001953125,-0.8720703125,-2.765625,0.9765625,0.4296875,1
-0.202392578125,0.024169921875,-0.871826171875,-2.84375,0.859375,0.65625,1
-0.203125,0.01904296875,-0.868896484375,-2.8984375,0.703125,0.59375,1
-0.20166015625,0.018798828125,-0.8642578125,-1.1484375,0.65625,0.3203125,1
-0.20263671875,0.021728515625,-0.860595703125,-1.109375,0.7421875,0.2578125,1
-0.2060546875,0.019775390625,-0.871337890625,-1.21875,0.0625,0.4140625,1
-0.205078125,0.022216796875,-0.86328125,-2.90625,0.3203125,0.3046875,1
-0.204345703125,0.019775390625,-0.870361328125,-2.953125,0.8046875,0.2890625,1
-0.2060546875,0.0185546875,-0.866943359375,-1.1328125,-0.671875,0.578125,1
-0.207763671875,0.019775390625,-0.86572265625,-2.8125,0.8671875,0.3046875,1
-0.206298828125,0.02490234375,-0.867919921875,-2.8046875,-0.8828125,0.796875,1
-0.201904296875,0.021728515625,-0.866455078125,-2.46875,-0.84375,0.53125,1
-0.20458984375,0.019775390625,-0.866455078125,-2.6328125,0.921875,0.40625,1
-0.202880859375,0.02001953125,-0.865234375,-2.9296875,0.8671875,0.3828125,1
0.935791015625,-0.21826171875,-0.165283203125,3.28125,16.4609375,-6.6640625,1
0.936767578125,-0.207763671875,-0.162353515625,-15.53125,1.6484375,2.0703125,1
1.03125,-0.384765625,-0.217041015625,-40.28125,-6.671875,-0.25,1
1.003173828125,-0.277587890625,-0.039794921875,-15.78125,0.859375,-1.0390625,1
0.966552734375,-0.332275390625,-0.131591796875,5.9453125,-1.5,-1.6953125,1
0.92236328125,-0.3505859375,-0.098876953125,13.1328125,-8.671875,-5.9453125,1
1.00537109375,-0.240234375,-0.147216796875,13.1328125,-8.671875,-5.9453125,1
0.846435546875,-0.340576171875,-0.147705078125,25.1640625,-1.28125,-10.3515625,1
0.92041015625,-0.443359375,-0.12451171875,44.4453125,-3.5859375,-4.8359375,1
0.26318359375,-0.340087890625,0.394775390625,93.9609375,23.609375,4.3984375,1
1.3740234375,-0.401123046875,0.002197265625,44.9609375,48.1015625,-31.515625,1
1.0341796875,-0.4111328125,0.130859375,38.3125,35.328125,51.5625,1
0.923583984375,0.586181640625,0.328369140625,-5.8203125,-20.6328125,78.171875,1
1.12939453125,0.4404296875,-0.02880859375,25.1796875,-18.0,125.1953125,1
0.485107421875,0.122314453125,0.49853515625,28.6953125,-43.78125,211.6953125,1
0.616455078125,0.779541015625,0.287109375,15.2578125,40.71875,189.5234375,1
-0.086669921875,0.955810546875,0.466796875,37.984375,-3.296875,-100.2109375,1
-0.53125,2.594970703125,0.80078125,92.015625,13.1484375,-136.5703125,1
0.22607421875,0.4892578125,0.34814453125,-58.3359375,75.78125,-126.140625,1
0.22607421875,0.4892578125,0.34814453125,-4.328125,5.921875,-148.5625,1
0.357177734375,1.022705078125,0.3427734375,37.296875,-22.9609375,-33.4765625,1
0.270751953125,0.9521484375,0.43798828125,31.3203125,-4.7890625,8.578125,1
0.3876953125,0.84814453125,0.297119140625,-7.1171875,1.65625,-14.1484375,1
0.375732421875,0.856201171875,0.310302734375,-1.1796875,2.5859375,-2.546875,1
0.30322265625,0.865966796875,0.391845703125,1.8203125,0.1484375,-0.09375,1
0.304931640625,0.853515625,0.392822265625,4.7265625,-2.7578125,2.3984375,1
0.30859375,0.853759765625,0.38818359375,-2.4765625,0.6796875,0.2109375,1
0.30859375,0.853759765625,0.38818359375,-1.1328125,-0.421875,-2.328125,1
0.301025390625,0.859619140625,0.397705078125,0.234375,-0.390625,0.5078125,1
0.30908203125,0.854736328125,0.388427734375,-0.703125,0.296875,-0.6640625,1
0.303955078125,0.859130859375,0.404296875,-0.9921875,2.4140625,0.75,1
0.3056640625,0.856201171875,0.40185546875,0.703125,2.015625,0.75,1
0.306640625,0.85546875,0.397216796875,0.0234375,-0.4453125,0.4375,1
0.30810546875,0.85400390625,0.40380859375,2.015625,-0.828125,0.8359375,1
0.30517578125,0.856201171875,0.399658203125,-6.3828125,-0.0859375,0.28125,1
0.302734375,0.857421875,0.39892578125,-2.65625,-0.84375,0.859375,1
0.29833984375,0.85595703125,0.404541015625,0.640625,0.6171875,-0.9765625,1
0.30322265625,0.85546875,0.3466796875,-2.671875,0.6875,0.765625,1
0.30322265625,0.853271484375,0.404541015625,-2.0,-0.1015625,0.53125,1
0.3759765625,0.85791015625,0.3896484375,-4.2109375,1.96875,0.5234375,1
0.2958984375,0.854248046875,0.348388671875,-0.1484375,2.0,-0.71875,1
0.30126953125,0.8525390625,0.352294921875,-0.6953125,-2.859375,-0.953125,1
0.306640625,0.846435546875,0.4013671875,-2.8828125,-0.90625,0.5,1
0.30322265625,0.852783203125,0.348388671875,0.5390625,0.5234375,0.4453125,1
0.30322265625,0.852783203125,0.348388671875,0.9453125,0.9765625,0.2734375,1
0.3046875,0.853271484375,0.35546875,0.6796875,0.953125,0.5703125,1
0.3037109375,0.85009765625,0.352783203125,0.6796875,0.953125,0.5703125,1
0.3037109375,0.85009765625,0.352783203125,0.4765625,-0.5625,0.7890625,1
0.30126953125,0.8466796875,0.357666015625,0.6796875,0.6171875,-1.0,1
0.300537109375,0.844482421875,0.357421875,0.2734375,-0.5859375,0.8046875,1
0.300048828125,0.85595703125,0.35400390625,0.4296875,2.015625,-0.796875,1
0.30078125,0.8486328125,0.36376953125,0.0859375,0.359375,-0.7734375,1
0.30078125,0.853759765625,0.363525390625,-2.90625,0.546875,-0.984375,1
0.301025390625,0.850830078125,0.35400390625,-4.2734375,-0.4609375,0.1640625,1
0.301025390625,0.850830078125,0.35400390625,-4.2734375,-0.4609375,0.1640625,1
0.298583984375,0.849365234375,0.3603515625,-1.34375,0.203125,0.3671875,1
0.302001953125,0.849609375,0.360595703125,-1.015625,0.8515625,-0.953125,1
0.302001953125,0.849609375,0.360595703125,-4.2890625,-0.09375,0.5234375,1
0.2978515625,0.848388671875,0.3515625,-4.2890625,-0.09375,0.5234375,1
0.300048828125,0.851318359375,0.353515625,-2.59375,-0.1171875,-0.9921875,1
0.29736328125,0.85302734375,0.35205078125,-2.6953125,-0.96875,0.4453125,1
0.298828125,0.8515625,0.35009765625,-2.078125,0.4296875,0.8984375,1
0.300048828125,0.850341796875,0.35205078125,-2.7109375,0.3828125,0.9921875,1
0.342041015625,0.95263671875,0.31005859375,-1.0234375,0.5234375,0.90625,1
0.335693359375,0.95263671875,0.387451171875,4.9453125,-4.3203125,-0.8046875,1
0.339111328125,0.868896484375,0.39794921875,6.3125,-2.8671875,4.8828125,1
0.339111328125,0.868896484375,0.39794921875,-6.75,-3.046875,-2.109375,1
0.25,0.869384765625,0.390380859375,4.421875,2.0703125,3.21875,1
0.300537109375,0.87109375,0.366943359375,0.46875,0.78125,1.2421875,1
0.231201171875,0.951416015625,0.30908203125,-8.1875,9.046875,3.7734375,1
0.232421875,0.9462890625,0.30224609375,-0.078125,2.5625,4.8828125,1
0.298095703125,0.8564453125,0.399169921875,2.703125,-1.171875,-4.1015625,1
0.296875,0.871337890625,0.393310546875,-0.15625,3.3828125,4.8828125,1
0.326416015625,0.861572265625,0.392822265625,1.1875,-4.015625,-1.640625,1
0.30810546875,0.862060546875,0.36474609375,3.4921875,-8.8359375,-4.1796875,1
0.30810546875,0.862060546875,0.36474609375,-17.9296875,3.1640625,2.171875,1
0.31298828125,0.86962890625,0.396240234375,1.359375,-3.21875,-4.453125,1
0.364990234375,0.944091796875,0.357666015625,6.7265625,-7.25,-6.0625,1
0.364990234375,0.944091796875,0.357666015625,-16.5234375,-8.4140625,-4.3359375,1
0.258544921875,0.96044921875,0.3818359375,4.9140625,3.96875,4.375,1
0.258544921875,0.96044921875,0.3818359375,4.9140625,3.96875,4.375,1
0.241455078125,0.93896484375,0.34814453125,5.3671875,-8.2578125,-6.984375,1
0.241455078125,0.872314453125,0.347900390625,2.890625,-1.453125,-4.6875,1
0.310546875,0.87255859375,0.389892578125,5.28125,-9.5859375,-4.0,1
0.310546875,0.87255859375,0.389892578125,-6.0234375,-13.625,-6.234375,1
0.383056640625,0.85546875,0.3935546875,-6.0234375,-13.625,-6.234375,1
0.383056640625,0.85546875,0.3935546875,-18.9609375,10.96875,6.3828125,1
0.28125,0.9501953125,0.342529296875,-18.9609375,10.96875,6.3828125,1
0.316650390625,0.864990234375,0.40234375,2.5390625,12.9296875,7.359375,1
0.326171875,0.87451171875,0.34912109375,3.0703125,-4.0390625,0.125,1
0.233154296875,0.94921875,0.296630859375,-14.09375,9.796875,1.1015625,1
0.233154296875,0.94921875,0.296630859375,4.21875,-0.265625,-0.28125,1
0.233154296875,0.94921875,0.296630859375,4.21875,-0.265625,-0.28125,1
0.323974609375,0.870361328125,0.40283203125,1.765625,-3.1484375,-4.578125,1
0.282958984375,0.864990234375,0.348388671875,1.765625,-3.1484375,-4.578125,1
0.24560546875,0.861572265625,0.327880859375,-12.796875,-4.609375,-0.2265625,1
0.24560546875,0.861572265625,0.327880859375,-5.3125,12.234375,8.34375,1
0.224609375,0.957763671875,0.30419921875,4.5078125,0.875,-0.9765625,1
0.321044921875,0.87060546875,0.393310546875,4.5078125,0.875,-0.9765625,1
0.321044921875,0.87060546875,0.393310546875,4.7890625,-6.7109375,-3.421875,1
0.30615234375,0.94091796875,0.386474609375,4.7890625,-6.7109375,-3.421875,1
0.22119140625,0.95263671875,0.375732421875,-4.59375,7.3125,4.890625,1
0.329345703125,0.8681640625,0.40087890625,-0.3515625,-4.8828125,-4.8671875,1
0.281982421875,0.8740234375,0.385498046875,-0.3515625,-4.8828125,-4.8671875,1
0.32275390625,0.873046875,0.38671875,0.875,-3.7109375,-1.4375,1
0.31982421875,0.87158203125,0.2900390625,-3.1953125,6.625,2.7109375,1
0.33984375,0.869140625,0.390380859375,-8.734375,4.453125,-0.5859375,1
0.3291015625,0.8720703125,0.38427734375,-6.6796875,1.7578125,-0.234375,1
0.332275390625,0.87109375,0.385498046875,0.9453125,0.09375,-2.2109375,1
0.32373046875,0.94140625,0.380126953125,-1.5546875,0.765625,-0.984375,1
0.337646484375,0.873779296875,0.387939453125,-4.8203125,0.40625,0.5859375,1
0.322998046875,0.872802734375,0.30712890625,-1.84375,4.53125,2.21875,1
0.331298828125,0.938232421875,0.37646484375,-2.8125,-0.6953125,0.2109375,1
0.330078125,0.945068359375,0.38916015625,-2.8125,-0.6953125,0.2109375,1
0.3349609375,0.85498046875,0.395751953125,-4.9375,3.9140625,-4.9140625,1
0.304931640625,0.86083984375,0.37548828125,6.515625,-8.5078125,-8.15625,1
0.281982421875,0.8525390625,0.40087890625,-2.203125,-6.375,0.9765625,1
0.28759765625,0.8662109375,0.37744140625,-4.6171875,0.40625,0.75,1
0.290283203125,0.8662109375,0.37548828125,-4.671875,0.5625,0.3046875,1
0.289306640625,0.864990234375,0.376953125,-0.859375,-0.5703125,0.6015625,1
0.287353515625,0.864501953125,0.379150390625,-0.2734375,-0.0625,0.75,1
0.287353515625,0.864501953125,0.379150390625,0.765625,2.234375,0.2734375,1
0.29541015625,0.862060546875,0.391357421875,0.765625,2.234375,0.2734375,1
0.29541015625,0.862060546875,0.391357421875,2.9453125,2.3984375,0.0,1
